Index	Plate	Row	Col	LC_Position	Date	Signature	Sample_name	Compound	Timepoint	Well_Type	LC_Well_Type	Replicate	Sample_text
600	9	B	12	9:B,12						blank	blank		blank
601	9	C	1	9:C,1						blank	blank		blank
602	9	C	2	9:C,2						blank	blank		blank
603	9	C	3	9:C,3						blank	blank		blank
604	9	C	4	9:C,4						blank	blank		blank
605	9	C	5	9:C,5						blank	blank		blank
606	9	C	6	9:C,6						blank	blank		blank
607	9	C	7	9:C,7						blank	blank		blank
608	9	C	8	9:C,8						blank	blank		blank
609	9	C	9	9:C,9						blank	blank		blank
610	9	C	10	9:C,10						blank	blank		blank
611	9	C	11	9:C,11						blank	blank		blank
612	9	C	12	9:C,12						blank	blank		blank
613	9	D	1	9:D,1						blank	blank		blank
614	9	D	2	9:D,2						blank	blank		blank
615	9	D	3	9:D,3						blank	blank		blank
616	9	D	4	9:D,4						blank	blank		blank
617	9	D	5	9:D,5						blank	blank		blank
618	9	D	6	9:D,6						blank	blank		blank
619	9	D	7	9:D,7						blank	blank		blank
620	9	D	8	9:D,8						blank	blank		blank
621	9	D	9	9:D,9						blank	blank		blank
622	9	D	10	9:D,10						blank	blank		blank
623	9	D	11	9:D,11						blank	blank		blank
624	9	D	12	9:D,12						blank	blank		blank
625	9	E	1	9:E,1						blank	blank		blank
626	9	E	2	9:E,2						blank	blank		blank
627	9	E	3	9:E,3						blank	blank		blank
628	9	E	4	9:E,4						blank	blank		blank
629	9	E	5	9:E,5						blank	blank		blank
630	9	E	6	9:E,6						blank	blank		blank
631	9	E	7	9:E,7						blank	blank		blank
632	9	E	8	9:E,8						blank	blank		blank
633	9	E	9	9:E,9						blank	blank		blank
634	9	E	10	9:E,10						blank	blank		blank
635	9	E	11	9:E,11						blank	blank		blank
636	9	E	12	9:E,12						blank	blank		blank
637	9	F	1	9:F,1						blank	blank		blank
638	9	F	2	9:F,2						blank	blank		blank
639	9	F	3	9:F,3						blank	blank		blank
640	9	F	4	9:F,4						blank	blank		blank
641	9	F	5	9:F,5						blank	blank		blank
642	9	F	6	9:F,6						blank	blank		blank
643	9	F	7	9:F,7						blank	blank		blank
644	9	F	8	9:F,8						blank	blank		blank
645	9	F	9	9:F,9						blank	blank		blank
646	9	F	10	9:F,10						blank	blank		blank
647	9	F	11	9:F,11						blank	blank		blank
648	9	F	12	9:F,12						blank	blank		blank
649	9	G	1	9:G,1						blank	blank		blank
650	9	G	2	9:G,2						blank	blank		blank
651	9	G	3	9:G,3						blank	blank		blank
652	9	G	4	9:G,4						blank	blank		blank
653	9	G	5	9:G,5						blank	blank		blank
654	9	G	6	9:G,6						blank	blank		blank
655	9	G	7	9:G,7						blank	blank		blank
656	9	G	8	9:G,8						blank	blank		blank
657	9	G	9	9:G,9						blank	blank		blank
658	9	G	10	9:G,10						blank	blank		blank
659	9	G	11	9:G,11						blank	blank		blank
660	9	G	12	9:G,12						blank	blank		blank
661	9	H	1	9:H,1						blank	blank		blank
662	9	H	2	9:H,2						blank	blank		blank
663	9	H	3	9:H,3						blank	blank		blank
664	9	H	4	9:H,4						blank	blank		blank
665	9	H	5	9:H,5						blank	blank		blank
666	9	H	6	9:H,6						blank	blank		blank
667	9	H	7	9:H,7						blank	blank		blank
668	9	H	8	9:H,8						blank	blank		blank
669	9	H	9	9:H,9						blank	blank		blank
670	9	H	10	9:H,10						blank	blank		blank
671	9	H	11	9:H,11						blank	blank		blank
672	9	H	12	9:H,12						blank	blank		blank
